closest_distance_km,relative_velocity_km_s,altitude_difference_km,time_to_closest_sec,priority_difference,collision_risk
6.945,7.157,30.548,1710,3,0
5.557,8.428,12.694,2394,6,0
6.583,7.478,42.763,1776,3,0
16.88,4.464,33.969,2497,1,0
9.65,9.958,22.992,1638,1,0
14.463,6.972,26.486,1137,0,0
11.034,4.979,14.278,797,4,0
12.016,9.684,26.555,1541,4,0
14.833,6.485,30.224,848,1,0
10.074,9.414,16.263,986,0,0
13.569,5.414,38.172,1602,1,0
6.118,6.746,30.782,1790,0,0
8.235,10.645,29.083,2139,5,0
8.621,8.967,6.904,2171,2,1
5.986,5.708,3.046,290,3,0
14.531,1.825,17.994,1737,1,0
3.944,4.885,7.15,1089,0,0
13.177,8.512,15.258,1664,4,0
9.027,5.048,12.298,625,1,0
11.65,5.7,29.881,1127,1,1
12.723,5.918,3.098,273,0,0
4.385,9.948,28.435,2186,9,0
9.035,1.501,24.558,1050,1,0
8.287,4.663,14.992,1644,8,0
10.46,6.855,32.609,935,1,0
11.01,6.768,28.124,1400,1,0
6.068,8.25,30.391,2215,0,0
8.962,6.488,5.658,1156,0,0
11.709,4.688,30.901,2459,1,0
15.124,5.279,23.629,444,5,0
2.683,10.952,2.037,1821,2,0
3.134,5.817,2.905,2088,0,0
18.362,9.044,43.012,772,1,0
12.823,6.858,24.416,738,5,0
18.397,8.2,35.354,2017,8,1
12.948,7.365,9.633,2098,1,0
11.242,3.903,33.924,811,4,0
11.193,6.834,26.481,1778,4,0
13.85,9.401,26.886,1991,0,0
18.542,8.516,33.1,969,3,0
11.632,8.174,25.164,1195,6,0
7.99,7.06,49.762,782,3,0
9.399,7.681,14.164,2723,2,0
11.013,9.608,13.397,1555,1,0
9.386,4.389,28.409,1066,1,0
5.791,8.53,40.699,1633,2,0
15.243,9.884,23.079,808,7,0
12.817,1.823,22.495,1921,0,0
8.708,8.992,4.552,3327,5,0
11.373,9.091,52.764,3256,2,0
9.162,8.139,24.003,1755,1,0
11.888,9.493,28.463,843,0,0
12.354,8.994,12.658,2670,0,0
12.148,10.704,41.12,1106,4,0
6.622,7.72,18.532,2346,0,0
15.25,6.586,28.692,2583,3,0
15.819,5.618,32.869,1783,0,0
10.699,8.422,4.017,1261,1,0
16.848,6.385,23.755,2103,1,0
12.391,6.734,43.16,2380,4,0
15.102,5.629,5.604,1324,1,0
14.271,5.21,47.03,219,6,0
14.245,6.736,1.835,398,2,0
14.612,8.136,10.472,1046,2,0
5.297,5.421,6.613,1813,1,0
6.653,8.379,19.295,1111,4,0
11.559,9.737,33.993,1970,2,0
7.601,5.091,31.497,2043,5,0
8.148,4.028,30.681,1059,1,0
6.997,7.156,25.969,1408,3,0
1.313,10.396,14.402,870,1,0
12.271,8.395,18.378,780,0,0
15.985,7.698,19.278,2215,2,0
15.285,5.655,9.97,1385,0,0
17.104,12.406,18.655,3055,2,0
16.362,5.678,3.089,1927,4,0
12.48,7.775,9.875,1040,0,0
16.344,5.764,12.841,1449,0,0
5.998,12.152,31.366,879,2,0
5.731,8.336,32.892,412,1,0
10.933,6.787,1.463,1662,2,0
15.587,5.729,12.232,1079,8,0
17.723,5.613,4.698,1588,1,0
6.629,7.945,15.589,1320,0,0
8.089,7.974,3.298,1649,6,0
13.696,6.33,23.556,1406,2,0
8.911,11.325,19.712,1108,1,0
11.192,9.067,26.439,1449,0,0
9.222,9.517,14.272,633,0,0
13.868,4.629,41.598,916,2,0
16.403,12.152,5.419,2447,0,0
13.125,8.623,21.578,3093,4,0
15.667,5.815,3.58,1975,2,0
8.896,9.821,21.035,2825,3,0
15.516,6.194,7.586,2747,0,0
10.076,5.02,2.639,1834,0,0
5.446,10.016,31.256,535,2,0
9.057,7.711,49.689,2746,7,0
10.783,8.65,3.541,2721,4,0
15.427,9.765,9.92,1559,6,0
14.442,5.832,52.673,715,1,0
5.101,7.562,25.305,3262,3,0
11.149,6.481,37.295,2338,0,0
9.619,4.838,33.943,1778,1,0
14.521,6.805,11.169,2907,3,0
14.599,7.872,25.39,1700,2,0
12.018,9.669,35.825,2951,2,0
2.591,5.31,16.923,1149,2,0
11.996,9.72,0.834,1189,0,0
18.45,7.791,9.082,3290,3,0
6.308,5.882,20.029,1987,8,0
17.629,7.729,9.67,829,2,0
10.485,9.174,10.119,2744,0,0
12.562,7.981,10.151,1750,0,0
7.473,6.946,24.395,2041,1,0
10.401,9.855,17.766,1713,2,0
10.201,7.399,48.826,2403,1,0
11.822,8.412,14.942,770,0,0
11.957,7.301,10.396,2200,4,0
18.521,5.95,21.011,1894,1,0
15.668,6.104,56.594,753,2,0
7.163,7.629,21.125,1027,6,0
11.818,6.995,31.138,1415,0,0
11.725,8.499,0.535,882,1,0
7.405,9.484,12.362,2354,7,0
7.119,7.948,45.135,2015,1,0
15.081,3.415,21.582,467,0,0
9.892,10.669,15.531,2319,1,0
11.82,5.834,32.992,1038,0,0
7.811,8.934,34.045,2996,0,0
12.953,6.083,14.288,884,3,0
6.509,8.844,16.773,2144,0,0
7.178,9.417,13.867,994,0,0
12.097,7.852,6.019,1760,5,0
13.298,7.998,20.213,1501,0,0
8.867,8.744,14.756,990,0,0
6.975,6.559,40.71,1975,6,0
17.14,8.13,48.499,2474,1,0
12.312,4.088,32.016,614,4,0
4.583,7.918,36.246,2362,2,0
14.495,6.396,9.596,1141,2,0
3.329,8.352,2.715,2607,1,1
5.951,5.276,10.013,2361,7,0
13.492,7.213,0.365,1295,1,0
14.483,8.817,23.766,1284,4,0
13.664,8.706,21.051,1660,0,0
8.739,8.554,30.619,1697,0,0
11.406,6.419,38.087,2042,3,0
13.237,6.166,34.409,3482,4,0
17.399,8.554,18.445,1841,4,0
6.742,5.312,12.21,1504,0,0
7.617,7.703,19.611,2444,0,0
15.005,5.315,22.478,1546,1,0
13.533,9.096,18.337,793,4,0
1.498,8.436,13.924,1038,2,1
13.637,7.239,22.363,1976,2,0
9.863,12.595,16.507,3527,0,0
7.277,7.067,9.701,2026,0,0
9.473,8.301,4.157,1721,2,0
7.947,6.117,27.728,1715,2,0
14.857,9.569,13.996,1958,4,0
15.812,5.49,19.843,1303,2,1
3.615,5.804,23.395,949,1,0
9.523,8.922,25.563,3478,1,0
14.287,4.892,27.455,770,0,0
11.952,5.866,8.139,1415,1,0
11.98,8.602,33.343,1115,1,0
10.804,10.032,17.789,1767,1,0
13.791,8.321,25.893,2922,2,0
6.513,11.043,2.335,666,2,0
6.455,5.322,54.483,1015,0,0
14.624,3.46,8.871,2188,0,0
14.053,5.971,25.349,2768,1,0
10.26,8.613,44.44,1578,1,0
7.385,10.003,26.028,2098,3,0
13.61,7.904,3.315,3333,0,0
12.942,7.103,13.076,2374,9,0
6.761,7.987,20.172,3364,1,0
11.303,8.223,14.285,1294,2,0
11.471,5.452,32.619,2277,0,0
18.1,7.528,34.902,1558,2,0
7.878,9.72,23.59,986,1,0
18.538,3.378,18.293,1267,6,0
8.765,6.361,10.298,1885,6,0
11.363,6.693,16.091,2936,3,0
4.003,7.96,4.701,1157,0,0
5.06,9.741,46.183,1855,2,0
4.734,9.071,12.719,2327,1,1
1.237,9.008,3.09,874,1,1
9.058,8.262,42.93,510,8,1
7.955,10.937,36.644,2136,7,0
1.894,6.221,22.905,3020,2,0
16.241,8.977,9.387,998,0,0
9.23,9.045,16.86,2360,3,0
11.55,7.038,35.845,1627,4,0
11.563,9.842,23.675,2708,2,0
7.255,5.95,3.439,3266,1,0
13.811,3.495,16.356,743,4,0
5.552,5.297,9.707,1348,1,0
9.36,6.595,40.88,1255,1,0
9.393,11.468,10.042,1100,1,0
12.417,4.708,4.168,1441,1,0
10.783,10.95,22.455,1054,3,0
8.991,8.202,8.656,2959,0,0
12.646,5.421,14.223,1848,0,0
12.601,7.53,10.359,2429,0,0
14.744,8.962,45.999,1804,5,0
12.527,6.406,24.471,914,0,0
7.071,10.215,37.593,982,0,0
13.474,5.093,4.183,2553,3,0
12.303,8.194,23.251,878,0,0
3.492,10.875,9.448,1384,1,0
10.275,6.298,22.856,967,2,0
13.335,6.065,34.416,2813,3,0
10.193,7.741,17.257,1336,4,0
5.754,7.343,9.697,1738,9,0
18.028,6.291,14.136,3023,0,0
6.389,11.94,25.926,1570,0,0
12.5,2.629,18.465,2037,1,0
12.424,5.664,22.444,1425,4,0
6.526,10.789,1.405,2827,2,0
6.374,6.863,25.766,2765,4,0
15.705,6.467,9.43,858,5,0
12.172,10.323,24.76,1291,2,0
1.92,8.141,33.467,1676,0,1
7.327,10.209,1.362,938,0,0
11.554,7.313,10.512,1835,0,0
13.164,11.387,6.387,1205,2,1
12.711,6.345,27.295,2257,2,0
12.282,7.475,31.391,2109,5,0
12.857,7.761,17.786,1169,2,0
13.052,6.937,8.967,2189,8,0
8.132,7.421,21.3,2771,0,0
6.869,4.694,5.667,1226,1,0
9.66,6.98,11.308,2417,3,0
14.73,15.0,40.187,2423,2,0
7.019,10.183,1.613,1400,10,1
9.441,9.401,26.406,2194,0,0
5.96,8.983,13.498,1215,1,0
9.124,6.944,27.896,1224,0,0
8.75,6.759,24.935,728,2,0
8.213,8.54,11.008,1806,2,0
11.898,5.427,11.384,1262,0,0
13.752,11.689,38.088,1727,3,0
12.031,7.852,14.483,2441,1,0
13.873,7.47,20.11,2815,4,0
10.576,7.784,38.011,1828,2,0
10.286,5.624,17.77,636,1,0
11.779,8.7,0.594,2156,3,0
8.946,6.609,4.471,2672,3,0
16.34,9.748,23.852,3191,5,0
11.336,7.331,32.979,2996,3,0
11.222,8.176,0.124,2041,2,0
7.986,11.434,27.022,2674,1,0
8.243,7.499,26.925,2363,0,0
17.876,9.772,16.084,1473,2,0
8.607,6.047,21.467,1632,1,0
4.343,6.195,9.272,1958,3,1
16.19,5.103,28.146,1748,6,0
17.113,7.913,30.872,512,2,0
5.368,9.404,7.6,1923,2,0
9.074,7.006,37.533,1609,0,0
1.244,10.99,7.304,2385,2,1
4.626,7.378,31.819,1406,1,0
6.959,8.338,3.595,2619,0,0
9.863,8.208,22.833,1363,2,1
7.496,6.08,13.189,1506,2,0
10.941,5.372,23.112,1459,1,0
14.242,7.922,10.698,1017,0,0
19.018,8.792,30.204,1571,2,0
4.974,6.923,30.167,1402,5,1
5.433,8.276,14.449,632,3,0
16.046,8.509,22.987,1761,5,0
3.424,7.763,24.168,1049,4,0
8.111,6.781,26.474,1154,0,0
13.263,5.769,19.001,1161,2,0
12.118,6.97,4.058,1248,2,0
9.901,6.882,38.079,1176,7,0
9.369,7.402,34.137,2318,2,0
10.834,7.146,8.967,317,5,1
11.165,9.382,34.365,2030,2,0
7.438,5.088,27.321,2694,1,0
11.967,7.218,17.463,350,1,0
9.001,9.601,13.767,191,0,0
8.079,4.069,25.176,1186,4,1
12.366,7.577,5.637,1171,0,0
12.098,8.641,30.469,2156,1,0
13.666,4.99,20.638,2226,0,0
5.858,7.814,12.792,2743,7,0
7.507,5.85,6.287,3506,0,0
5.661,5.015,26.696,2264,1,0
17.156,9.982,21.902,829,0,0
10.184,5.823,22.588,1864,5,0
0.487,7.933,22.982,2303,2,0
10.875,8.467,43.186,2792,0,0
15.035,5.639,28.115,1015,0,0
11.389,5.451,16.362,1527,4,0
10.754,5.56,0.297,1505,1,0
7.534,6.556,0.088,1851,0,0
8.662,11.578,12.351,1698,0,0
11.085,5.528,41.84,2639,1,0
15.336,6.554,41.444,1087,0,0
16.355,5.075,13.555,1072,0,0
10.264,13.687,21.449,1174,1,0
11.59,7.668,47.912,2664,1,0
15.247,7.316,24.798,2515,4,0
6.727,4.581,4.61,2063,9,0
17.865,10.543,47.219,755,0,0
4.922,7.593,16.597,1179,4,1
17.451,10.737,19.313,1650,7,0
9.993,9.899,8.293,1342,2,1
8.43,6.831,31.017,2026,1,0
17.678,4.282,7.444,2638,8,0
12.896,7.126,13.393,1090,2,0
1.792,3.52,22.652,2391,2,0
11.377,3.533,2.397,1610,2,0
9.138,9.974,4.517,2613,1,0
11.952,6.65,12.751,1508,2,1
10.232,7.445,17.324,2100,0,0
9.473,6.16,27.239,2417,1,0
11.076,7.496,24.622,1243,5,0
15.094,3.371,32.198,1346,1,0
7.895,3.945,8.506,1116,2,0
9.654,5.648,28.924,1212,3,0
6.044,7.029,35.011,3209,3,0
12.972,4.147,33.143,1149,1,0
10.589,10.239,10.462,2937,1,0
12.685,5.685,50.375,2016,2,0
16.228,6.231,22.402,1363,3,0
12.937,8.841,14.329,2110,2,0
11.74,5.454,13.688,651,5,0
5.412,9.557,4.686,3042,1,0
9.119,10.732,13.736,1292,6,0
8.095,10.427,15.088,1035,2,0
5.777,4.487,6.192,2158,3,0
6.499,7.751,52.708,1087,1,0
11.977,7.133,32.835,2441,7,0
10.097,10.174,15.693,1202,5,0
5.701,8.132,6.677,2476,10,0
12.329,6.226,38.74,2644,1,0
8.993,7.579,28.136,2023,2,0
10.016,7.323,33.799,1932,1,0
12.328,11.111,20.033,2211,0,0
3.588,10.512,17.517,2229,1,0
16.306,9.164,47.029,2563,1,0
9.147,11.397,24.419,1772,1,1
6.54,9.24,5.916,1888,2,0
11.954,8.426,26.094,1966,1,0
14.375,9.359,37.212,2531,4,0
5.556,3.303,2.547,2945,0,0
8.668,4.1,22.376,3151,1,0
2.329,10.028,30.466,2417,0,0
7.423,1.111,38.094,2083,5,0
13.721,6.261,19.609,859,2,1
10.201,5.926,40.018,3008,4,0
7.953,8.875,13.55,903,5,0
9.351,7.542,11.213,2977,0,0
10.008,10.498,33.377,1026,1,0
14.967,8.617,15.73,233,1,0
12.319,8.685,24.446,2952,1,0
16.364,10.781,29.202,1805,0,0
13.215,8.491,16.989,2317,2,0
17.409,9.184,30.16,1629,0,0
13.091,9.124,0.334,1542,0,0
13.891,5.823,38.329,495,7,0
17.4,6.539,15.394,2559,6,0
14.377,8.522,32.808,3466,0,0
15.466,6.39,23.6,1803,4,0
3.113,9.452,33.123,2711,5,1
5.899,8.798,14.087,1249,0,0
7.053,8.575,17.712,2491,0,0
15.335,9.421,32.737,1401,0,0
9.661,7.865,3.12,963,0,0
16.026,8.029,36.814,1174,3,0
10.904,5.093,23.972,1495,3,0
12.242,6.219,28.529,2420,0,0
9.317,4.304,7.648,2417,1,0
11.273,4.789,25.073,2542,1,0
18.882,4.09,39.58,961,5,0
9.857,10.053,23.085,925,1,0
11.607,7.651,19.996,965,1,0
13.435,6.503,12.316,1144,6,0
11.754,9.411,32.075,1792,4,0
6.672,3.131,28.969,2940,2,0
11.946,8.787,11.742,2758,3,0
9.003,8.72,27.218,865,2,0
6.31,7.667,27.171,377,1,0
6.784,9.996,23.756,1734,4,0
14.648,7.571,30.334,1260,0,0
7.682,8.843,23.792,1702,1,0
6.662,4.448,10.999,1543,3,0
13.367,4.962,3.777,2530,0,0
5.058,6.439,33.495,1329,1,0
9.039,6.024,21.193,772,3,0
14.105,10.241,5.436,1041,2,0
14.457,7.776,10.94,1777,7,0
12.445,10.24,29.023,1526,6,0
5.474,1.142,32.274,635,1,1
16.589,8.195,3.433,786,3,0
3.686,9.868,26.02,588,0,0
5.862,4.502,27.103,2081,5,0
17.414,5.412,18.127,2692,1,0
1.574,2.988,20.835,2048,8,0
4.932,3.355,26.1,1196,2,0
2.716,9.764,20.67,1719,1,0
13.107,12.001,16.25,2074,0,0
11.742,6.35,35.969,874,1,0
7.959,3.863,30.084,3185,2,0
3.563,6.965,14.802,1048,1,0
8.483,9.616,21.168,2130,3,0
12.675,6.607,9.807,2151,0,0
7.701,8.081,24.192,2062,0,0
11.826,7.638,5.677,2205,8,0
1.54,8.682,32.27,984,4,1
5.078,4.94,12.223,1958,3,1
11.444,4.734,21.737,1013,0,0
9.784,7.897,47.154,1453,0,0
10.402,6.775,13.739,1046,3,0
8.541,5.348,14.135,601,0,0
3.497,10.161,38.265,2539,4,1
5.211,9.85,5.312,2252,0,0
1.468,7.214,32.333,1163,4,0
13.225,5.758,2.798,250,2,0
9.205,6.94,6.625,603,8,0
14.786,5.409,19.287,1422,5,0
9.145,10.073,6.115,2234,0,0
11.596,4.452,9.51,478,6,0
9.412,4.995,27.83,1783,1,0
16.651,5.851,1.563,1411,0,0
7.449,10.827,33.618,1253,0,0
2.296,7.69,27.244,1064,0,1
5.842,9.081,23.812,1561,0,0
15.324,8.099,11.364,2431,3,0
11.327,3.799,20.303,2148,0,0
5.082,7.203,24.001,2195,3,0
15.709,6.008,22.255,2842,3,0
7.553,4.198,6.847,1273,0,0
10.065,7.244,37.443,2397,2,1
8.699,6.308,8.595,1653,0,0
3.661,9.516,16.647,1046,3,0
10.469,3.802,30.022,2289,3,0
7.658,8.293,31.896,1498,5,0
16.871,8.518,33.249,1649,0,0
14.302,7.994,15.708,2265,1,0
13.59,7.898,8.443,828,0,0
14.695,4.656,16.857,1827,0,0
17.218,8.073,21.124,123,8,0
6.913,6.016,31.151,947,6,0
9.308,12.131,16.051,2162,0,0
15.057,5.802,8.4,2440,8,0
7.917,9.642,39.857,1353,2,0
8.55,10.179,48.112,1505,3,0
14.324,8.526,19.888,1729,4,0
17.833,7.405,28.274,1859,0,0
10.103,8.309,28.564,1876,0,0
16.1,7.873,25.547,2354,1,0
9.565,9.64,13.121,2146,0,0
3.946,7.426,18.414,2604,3,0
14.709,8.481,11.491,2785,1,0
7.169,8.661,12.444,1232,5,0
8.813,8.175,14.131,903,4,0
18.127,8.174,9.45,2107,3,0
18.711,9.581,40.826,1568,4,0
13.74,6.817,5.508,822,1,0
9.57,3.833,1.997,1269,0,0
8.305,10.3,41.524,1315,3,0
10.483,8.858,37.908,1059,0,0
15.324,7.924,12.128,1512,0,0
9.752,8.485,24.542,2696,4,0
5.378,8.728,38.129,1208,7,0
16.308,6.073,24.67,655,2,0
13.204,7.485,20.625,1810,2,0
12.009,7.7,15.772,1343,1,0
3.244,8.851,25.034,2545,1,1
13.883,4.688,20.25,1469,0,0
2.508,11.25,23.599,1471,1,1
15.411,1.692,13.049,1451,1,0
18.794,6.382,19.696,1480,3,0
11.345,8.847,27.328,2932,0,0
7.839,7.853,10.834,1146,0,0
9.05,6.014,8.818,3250,2,0
6.496,7.551,18.877,2519,2,0
12.916,7.87,11.541,1668,3,0
10.793,10.46,16.103,1030,1,0
7.792,9.303,13.811,956,0,0
10.276,5.874,20.531,1549,1,0
4.825,9.298,7.258,635,0,0
12.885,3.81,5.932,2233,2,0
6.283,8.836,40.348,1406,1,0
17.782,6.228,34.71,1139,2,0
6.965,7.2,13.129,1573,0,1
16.267,7.441,9.583,2199,0,0
9.262,7.567,2.37,1224,0,0
12.816,11.239,3.483,771,0,0
5.268,7.112,3.604,3085,0,0
6.612,7.183,25.046,1290,2,0
0.946,3.763,0.239,1047,5,1
16.928,4.175,8.698,2599,0,0
11.663,8.693,24.818,1299,2,0
12.244,9.767,16.938,2017,3,0
7.238,6.45,46.567,3256,5,0
12.766,6.816,42.295,2255,2,0
12.162,8.31,33.743,2356,1,0
12.812,6.054,1.894,1518,1,0
15.156,9.859,30.943,2191,0,0
17.22,9.251,21.854,1359,4,0
11.848,6.524,16.626,1284,0,0
13.033,6.188,32.504,1848,2,0
9.301,6.324,1.38,1098,0,0
3.853,9.808,4.596,2830,2,0
11.496,9.259,24.906,1045,2,0
15.926,8.684,24.501,1242,3,0
11.955,8.823,22.365,1275,1,0
11.241,4.168,21.269,1291,5,0
12.8,8.505,22.704,1906,0,0
13.035,5.338,41.251,2613,0,0
3.461,3.812,14.655,2304,1,0
12.888,9.233,7.209,1623,0,0
15.01,7.254,21.585,2264,0,0
4.615,9.376,17.448,2328,0,0
8.567,3.927,10.051,933,0,0
16.079,14.179,2.404,2181,2,0
17.248,11.867,2.491,2061,1,0
4.486,4.972,0.145,2970,2,0
7.895,9.043,13.651,2205,0,0
13.211,4.855,14.873,743,6,1
9.28,8.645,23.531,3431,0,0
14.501,10.818,17.575,2852,0,0
12.067,6.489,21.546,1385,0,0
9.0,5.722,28.594,2190,0,0
18.598,7.313,3.758,1941,1,0
8.941,9.911,20.541,1212,1,0
9.733,7.829,4.208,1596,1,0
10.079,8.936,41.922,1040,5,0
14.092,7.576,37.843,862,2,0
10.748,9.19,29.384,1565,1,0
5.835,7.582,25.095,2219,2,0
13.147,4.29,30.916,1106,5,0
12.615,5.629,32.747,2203,5,0
16.542,9.335,22.166,1354,0,0
14.013,7.854,15.176,876,4,0
8.723,9.036,37.625,2384,0,0
4.457,9.155,9.729,1077,7,1
17.333,7.681,21.956,1340,4,0
10.498,9.337,13.64,409,0,0
5.532,7.431,42.849,1404,1,0
14.204,5.671,34.835,1783,1,1
5.043,9.588,26.831,1461,3,0
11.505,6.279,4.107,787,0,0
9.426,8.054,29.705,1255,2,0
2.172,9.224,22.502,899,0,0
9.781,7.456,11.219,3498,1,0
13.804,5.142,0.996,1039,0,0
13.101,5.503,7.372,1651,4,0
17.507,4.32,4.455,283,4,0
17.972,7.196,7.807,897,3,1
10.405,4.588,31.986,723,0,0
17.886,7.229,20.858,645,3,0
7.377,6.789,17.158,1187,0,0
8.515,9.675,23.124,1023,3,0
7.931,7.367,7.834,1560,2,0
13.894,6.901,23.914,2720,0,0
7.33,6.911,29.439,2001,1,0
9.207,6.857,57.371,1741,0,0
6.081,9.552,33.046,427,0,0
4.426,10.323,23.648,1603,3,0
15.965,6.795,27.785,921,0,0
10.299,8.759,6.324,549,5,0
4.86,8.822,32.777,2814,4,0
6.473,5.613,51.888,2249,2,0
8.1,8.008,7.395,1978,0,0
10.983,8.322,18.969,2356,0,1
15.6,10.817,3.425,1561,3,0
14.659,7.676,24.641,1164,2,0
14.278,6.705,15.318,2153,1,0
10.131,7.419,21.358,822,0,0
12.513,7.689,29.461,2077,5,0
12.818,7.369,7.901,2186,5,0
13.022,4.106,11.382,1405,2,0
10.596,10.498,14.806,3127,1,0
12.141,10.025,16.451,690,2,0
8.186,11.358,2.721,1131,0,0
7.614,9.411,8.791,644,3,0
8.319,9.302,55.453,433,1,0
7.284,6.09,29.905,1479,2,0
14.902,9.052,7.676,1090,2,0
12.518,8.468,33.763,3421,2,0
10.023,7.212,3.561,474,6,0
12.345,5.995,26.139,2846,1,0
16.404,6.1,35.552,1825,10,0
15.364,8.88,12.58,1952,1,0
8.207,11.2,24.54,787,0,0
15.693,4.89,12.922,1726,0,0
14.327,5.764,17.101,424,1,0
11.169,10.738,41.404,1890,3,0
11.247,5.895,24.827,2351,1,0
12.661,9.296,18.853,1759,0,0
18.573,6.878,34.03,1506,2,0
12.97,4.059,14.614,2442,3,0
10.698,6.049,9.759,1646,0,0
16.684,11.501,13.601,1341,5,0
11.971,8.601,2.006,1315,0,0
13.957,6.113,27.092,1661,1,0
4.177,7.311,26.158,1422,0,1
15.633,6.943,50.135,1618,6,0
8.487,6.371,1.269,1986,0,0
13.61,7.075,16.474,1639,4,0
10.649,7.372,31.57,1438,6,0
5.324,5.893,46.649,1437,1,0
7.886,6.939,5.734,2815,3,0
17.061,10.05,40.127,1458,2,0
8.41,7.516,31.149,1628,5,0
11.994,7.302,15.53,1980,1,0
7.581,6.805,12.059,1222,2,0
17.719,10.432,40.382,1235,5,0
11.959,8.151,14.786,1411,1,0
18.074,6.197,35.173,1799,0,0
9.367,3.277,36.729,1865,1,0
5.901,8.659,30.902,1679,0,0
10.172,5.246,3.543,2798,2,0
13.343,7.466,20.059,1808,1,0
8.32,7.184,25.336,1444,5,0
10.463,6.446,19.628,1078,3,0
4.496,4.157,16.219,753,8,0
8.232,8.083,23.055,2756,5,0
11.646,6.884,44.138,1877,10,0
15.811,4.911,25.001,316,0,0
3.59,8.36,13.147,2555,0,0
13.66,8.442,3.053,1258,1,0
11.031,9.028,23.798,3088,1,0
10.408,8.341,5.153,1834,0,0
12.536,7.004,38.71,1034,2,0
10.631,6.817,26.494,1870,4,0
11.51,11.679,22.56,1419,0,0
10.061,10.52,18.474,301,4,0
11.969,6.437,50.005,2531,1,0
12.405,4.62,54.866,2087,7,0
11.816,6.458,37.953,1201,5,1
13.151,9.348,1.376,3101,1,0
12.618,6.374,10.597,3153,0,0
8.422,7.328,28.601,1497,4,0
4.873,7.77,5.022,3159,3,0
15.073,7.967,24.546,2826,0,0
17.116,6.463,5.656,541,6,0
11.744,7.587,34.906,1727,1,0
11.289,8.201,26.436,1198,1,0
9.521,6.385,33.872,1060,0,0
12.85,6.328,11.215,803,2,0
7.43,5.985,0.149,1734,3,0
8.58,10.329,14.736,285,4,0
5.002,7.62,1.855,1801,0,0
8.527,7.627,5.392,473,0,1
6.78,10.444,16.808,1063,3,0
11.851,11.096,37.565,2149,2,0
18.426,2.828,30.331,1115,2,0
14.431,9.315,27.455,1181,8,0
6.613,3.498,25.082,2767,3,0
11.815,6.583,29.942,987,8,0
3.927,5.15,22.701,2104,0,0
12.451,9.269,38.525,1399,9,0
7.153,6.121,32.557,1765,0,0
10.363,11.491,21.726,3067,1,0
14.802,6.29,2.027,508,6,0
18.627,10.239,9.498,526,4,1
5.933,9.928,2.309,1435,1,0
5.708,7.965,13.357,2716,4,0
7.509,8.979,15.652,2957,8,0
15.059,5.275,10.7,1129,1,0
10.915,5.907,9.102,1003,7,0
13.518,7.576,22.789,1388,2,0
6.308,8.141,17.476,1343,0,0
11.29,5.104,0.418,713,2,0
10.805,2.897,5.305,1336,1,0
15.267,6.675,14.855,1225,0,0
11.291,6.191,20.474,2268,5,0
7.823,7.972,2.918,1234,2,0
11.865,11.026,29.562,2527,0,0
17.137,9.56,23.882,1856,1,0
19.319,4.553,4.199,1063,5,0
4.97,5.494,8.117,1667,5,0
12.07,9.571,30.717,2376,5,0
6.138,2.868,27.533,581,4,0
2.366,8.214,14.83,3309,0,0
11.879,9.338,19.164,1305,0,0
11.569,7.377,1.516,892,0,0
12.892,8.308,18.328,1550,9,1
9.561,8.556,19.602,1279,6,0
11.313,5.462,7.365,937,7,0
5.508,6.15,20.276,365,0,0
10.894,4.293,23.203,1657,3,0
6.504,7.801,20.087,2304,1,0
13.96,10.532,13.599,2212,0,0
15.574,11.697,16.066,2857,0,0
9.193,10.009,20.402,2326,2,0
15.583,6.5,33.952,3127,0,0
9.119,7.304,59.899,1974,2,0
13.188,9.758,8.973,988,0,0
9.658,11.364,32.974,3210,0,0
9.568,4.83,34.95,1447,0,1
17.696,9.492,6.223,1689,2,0
15.604,9.137,19.355,1945,1,0
4.22,6.469,22.621,790,4,0
15.972,6.518,32.967,1426,2,0
6.112,8.86,13.295,1971,0,0
6.582,6.943,6.777,880,5,0
9.579,9.296,19.737,2128,5,0
3.561,7.314,1.081,1609,6,0
4.417,5.918,43.883,2068,8,0
2.335,10.192,13.619,1221,9,0
7.493,10.109,15.972,1070,1,0
9.861,7.007,28.674,598,2,0
11.409,0.89,9.633,1948,2,0
4.207,9.728,13.041,2175,1,0
16.463,7.559,9.245,1303,1,0
12.497,13.645,19.46,1052,1,0
15.77,7.181,56.075,814,2,0
13.671,7.928,12.386,921,0,0
11.084,10.687,28.159,307,2,0
4.248,6.711,31.83,1196,0,0
13.253,6.485,3.872,2207,1,0
15.52,6.385,7.632,1516,3,0
12.619,7.391,29.218,2430,6,0
11.69,10.784,26.668,2250,1,0
16.434,8.063,27.369,1879,4,0
7.283,9.378,5.433,1596,0,0
9.151,6.512,39.372,1328,6,0
4.366,8.082,38.852,2792,1,1
12.138,6.649,16.553,832,5,0
14.499,8.793,21.808,3263,6,0
9.838,6.953,7.423,1068,2,0
14.772,7.692,33.361,2388,0,0
9.804,10.349,15.111,3075,4,0
12.864,5.674,32.524,936,5,0
10.441,6.961,2.075,696,0,0
6.789,7.703,8.073,283,7,0
12.774,9.449,12.76,1365,0,0
5.624,5.528,13.91,3269,6,0
5.337,12.032,0.484,555,4,1
18.43,7.244,37.451,990,4,0
11.706,6.892,18.069,1886,4,0
14.517,8.893,28.135,1701,2,0
